ID,Company,Category,Headquarters,Region,Africa Presence,Fit Priority,Remote Indicator,Visa Indicator,Link Type,Career / Official URL,Suggested ICT Roles
1,Pfizer,Global Pharmaceuticals,"New York, USA",Global,Likely,Medium,Limited / role-dependent,Possible for selected specialist roles,Careers,https://www.pfizer.com/about/careers,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
213,Natera,"Diagnostics, Laboratory & Life Science Tools","Austin, USA",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://www.natera.com/company/careers/,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
214,Myriad Genetics,"Diagnostics, Laboratory & Life Science Tools","Salt Lake City, USA",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://myriad.com/careers/,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
215,Foundation Medicine,"Diagnostics, Laboratory & Life Science Tools","Cambridge, USA",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://careers.foundationmedicine.com/,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
216,Oxford Nanopore Technologies,"Diagnostics, Laboratory & Life Science Tools","Oxford, UK",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://nanoporetech.com/careers,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
217,Pacific Biosciences,"Diagnostics, Laboratory & Life Science Tools","Menlo Park, USA",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://www.pacb.com/careers/,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
218,Sartorius,"Diagnostics, Laboratory & Life Science Tools","Göttingen, Germany",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://www.sartorius.com/en/company/careers,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
219,Tecan,"Diagnostics, Laboratory & Life Science Tools","Männedorf, Switzerland",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://www.tecan.com/careers,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
220,Eppendorf,"Diagnostics, Laboratory & Life Science Tools","Hamburg, Germany",Global,Likely,High,Limited / role-dependent,Possible for selected specialist roles,Careers,https://www.eppendorf.com/careers/,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
221,IQVIA,"CRO, Clinical Research & Pharma Services","Durham, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://jobs.iqvia.com/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
222,ICON plc,"CRO, Clinical Research & Pharma Services","Dublin, Ireland",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.iconplc.com/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
223,Parexel,"CRO, Clinical Research & Pharma Services","Durham, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://jobs.parexel.com/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
224,Syneos Health,"CRO, Clinical Research & Pharma Services","Morrisville, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.syneoshealth.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
225,Fortrea,"CRO, Clinical Research & Pharma Services","Durham, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.fortrea.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
226,Medpace,"CRO, Clinical Research & Pharma Services","Cincinnati, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.medpace.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
227,PPD,"CRO, Clinical Research & Pharma Services","Wilmington, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://jobs.thermofisher.com/global/en/ppd-careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
228,Charles River Laboratories,"CRO, Clinical Research & Pharma Services","Wilmington, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://jobs.criver.com/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
229,WuXi AppTec,"CRO, Clinical Research & Pharma Services","Shanghai, China",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.wuxiapptec.com/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
230,WuXi Biologics,"CRO, Clinical Research & Pharma Services","Wuxi, China",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.wuxibiologics.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
231,Pharmaron,"CRO, Clinical Research & Pharma Services","Beijing, China",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.pharmaron.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
232,Tigermed,"CRO, Clinical Research & Pharma Services","Hangzhou, China",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.tigermedgrp.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
233,Worldwide Clinical Trials,"CRO, Clinical Research & Pharma Services","Research Triangle Park, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.worldwide.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
234,PSI CRO,"CRO, Clinical Research & Pharma Services","Zug, Switzerland",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://psi-cro.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
235,Precision for Medicine,"CRO, Clinical Research & Pharma Services","Bethesda, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.precisionformedicine.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
236,Premier Research,"CRO, Clinical Research & Pharma Services","Morrisville, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://premier-research.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
237,Ergomed,"CRO, Clinical Research & Pharma Services","Guildford, UK",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.ergomedgroup.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
238,Emmes,"CRO, Clinical Research & Pharma Services","Rockville, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.emmes.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
239,Medidata Solutions,"CRO, Clinical Research & Pharma Services","New York, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.medidata.com/en/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
240,Veeva Systems,"CRO, Clinical Research & Pharma Services","Pleasanton, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.veeva.com/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
241,Clario,"CRO, Clinical Research & Pharma Services","Philadelphia, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://clario.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
242,Signant Health,"CRO, Clinical Research & Pharma Services","Blue Bell, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.signanthealth.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
243,Medable,"CRO, Clinical Research & Pharma Services","Palo Alto, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.medable.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
244,Science 37,"CRO, Clinical Research & Pharma Services","Research Triangle Park, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.science37.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
245,ClinChoice,"CRO, Clinical Research & Pharma Services","Fort Washington, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.clinchoice.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
246,CTI Clinical Trial & Consulting,"CRO, Clinical Research & Pharma Services","Covington, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://ctifacts.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
247,Novotech,"CRO, Clinical Research & Pharma Services","Sydney, Australia",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://novotech-cro.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
248,Avance Clinical,"CRO, Clinical Research & Pharma Services","Adelaide, Australia",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.avancecro.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
249,ProPharma Group,"CRO, Clinical Research & Pharma Services","Overland Park, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.propharmagroup.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
250,Caidya,"CRO, Clinical Research & Pharma Services","Morrisville, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.caidya.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
251,Alimentiv,"CRO, Clinical Research & Pharma Services","London, Canada",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://alimentiv.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
252,PHASTAR,"CRO, Clinical Research & Pharma Services","London, UK",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://phastar.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
253,Quanticate,"CRO, Clinical Research & Pharma Services","Hitchin, UK",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.quanticate.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
254,Veristat,"CRO, Clinical Research & Pharma Services","Southborough, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.veristat.com/careers/,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
255,Allucent,"CRO, Clinical Research & Pharma Services","Cary, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.allucent.com/careers,Clinical Systems | eClinical Platforms | Data Management | Enterprise Applications | Program Delivery
256,Epic,Digital Health & Healthcare IT,"Verona, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.epic.com/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
257,Oracle Health,Digital Health & Healthcare IT,"Austin, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.oracle.com/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
258,InterSystems,Digital Health & Healthcare IT,"Cambridge, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.intersystems.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
259,MEDITECH,Digital Health & Healthcare IT,"Canton, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://ehr.meditech.com/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
260,Dedalus,Digital Health & Healthcare IT,"Florence, Italy",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.dedalus.com/global/en/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
261,CompuGroup Medical,Digital Health & Healthcare IT,"Koblenz, Germany",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.cgm.com/corp_en/career/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
262,athenahealth,Digital Health & Healthcare IT,"Boston, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.athenahealth.com/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
263,eClinicalWorks,Digital Health & Healthcare IT,"Westborough, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.eclinicalworks.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
264,NextGen Healthcare,Digital Health & Healthcare IT,Remote / USA,Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.nextgen.com/company/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
265,Altera Digital Health,Digital Health & Healthcare IT,"Niagara Falls, Canada",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.alterahealth.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
266,Veradigm,Digital Health & Healthcare IT,"Chicago, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://veradigm.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
267,R1 RCM,Digital Health & Healthcare IT,"Murray, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.r1rcm.com/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
268,Waystar,Digital Health & Healthcare IT,"Louisville, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.waystar.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
269,Teladoc Health,Digital Health & Healthcare IT,"Purchase, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.teladochealth.com/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
270,Amwell,Digital Health & Healthcare IT,"Boston, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://business.amwell.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
271,Doctolib,Digital Health & Healthcare IT,"Paris, France",Europe,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://careers.doctolib.com/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
272,Zocdoc,Digital Health & Healthcare IT,"New York, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.zocdoc.com/about/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
273,Doximity,Digital Health & Healthcare IT,"San Francisco, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.doximity.com/about/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
274,Omada Health,Digital Health & Healthcare IT,"San Francisco, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.omadahealth.com/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
275,Hinge Health,Digital Health & Healthcare IT,"San Francisco, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.hingehealth.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
276,Included Health,Digital Health & Healthcare IT,"San Francisco, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://includedhealth.com/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
277,Maven Clinic,Digital Health & Healthcare IT,"New York, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.mavenclinic.com/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
278,Sword Health,Digital Health & Healthcare IT,"New York, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://swordhealth.com/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
279,Aidoc,Digital Health & Healthcare IT,"Tel Aviv, Israel",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://www.aidoc.com/about/careers/,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
280,Innovaccer,Digital Health & Healthcare IT,"San Francisco, USA",Global,Varies,High,Often role-dependent,Possible for selected specialist roles,Careers,https://innovaccer.com/careers,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering
281,EVA Pharma,"Egypt, Middle East & Africa","Giza, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.evapharma.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
282,Pharco Corporation,"Egypt, Middle East & Africa","Alexandria, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Careers,https://pharco.org/careers.aspx,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
283,EIPICO,"Egypt, Middle East & Africa","10th of Ramadan City, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.eipico.com.eg/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
284,Rameda,"Egypt, Middle East & Africa","6th of October City, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://ramedapharma.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
285,Minapharm Pharmaceuticals,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.minapharm.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
286,Amoun Pharmaceutical,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.amoun.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
287,SEDICO Pharmaceutical,"Egypt, Middle East & Africa","6th of October City, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.sedico.net/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
288,Medical Union Pharmaceuticals,"Egypt, Middle East & Africa","Abu Sultan, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.mup.com.eg/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
289,Apex Pharma,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.apexpharma.net/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
290,Marcyrl Pharmaceutical Industries,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.marcyrl.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
291,Mash Premiere,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://mashpremiere.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
292,Global Napi Pharmaceuticals,"Egypt, Middle East & Africa","6th of October City, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.globalnapi.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
293,Parkville Pharmaceuticals,"Egypt, Middle East & Africa","Alexandria, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://parkvillepharma.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
294,Future Pharmaceutical Industries,"Egypt, Middle East & Africa","Badr City, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://future-pharma.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
295,October Pharma,"Egypt, Middle East & Africa","6th of October City, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://octoberpharma.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
296,CID,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://cidpharma.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
297,Memphis Pharmaceuticals,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.memphis.com.eg/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
298,Arab Drug Company,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.adco.com.eg/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
299,Nile Company for Pharmaceuticals,"Egypt, Middle East & Africa","Cairo, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.nilepharma.com.eg/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
300,Alexandria Company for Pharmaceuticals,"Egypt, Middle East & Africa","Alexandria, Egypt",Africa,Yes,High,Limited / role-dependent,Local and regional hiring,Official site,https://www.alexpharma.com.eg/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
